_id,trans_date_trans_time,amt,customer_id,city,state,city_population,merchant,category,first,last,gender,Job,dob
360,30/06/2019 19:14,8.56,324,Achille,OK,74720,"Okuneva, Schneider and Rau",shopping_pos,Felicia,Thomas,F,Seismic interpreter,27/05/1993
384,25/04/2020 14:29,250.79,324,Achille,OK,74720,"Prosacco, Kreiger and Kovacek",home,Felicia,Thomas,F,Seismic interpreter,27/05/1993
408,08/09/2019 08:53,68.74,324,Achille,OK,74720,"Reilly, Heaney and Cole",gas_transport,Felicia,Thomas,F,Seismic interpreter,27/05/1993
432,04/05/2020 22:45,22.67,324,Achille,OK,74720,Schaefer Ltd,kids_pets,Felicia,Thomas,F,Seismic interpreter,27/05/1993
480,28/12/2019 18:37,6.88,324,Achille,OK,74720,"Terry, Johns and Bins",misc_pos,Felicia,Thomas,F,Seismic interpreter,27/05/1993
504,23/09/2019 17:52,31.08,324,Achille,OK,74720,Waelchi Inc,kids_pets,Felicia,Thomas,F,Seismic interpreter,27/05/1993
528,25/03/2019 21:00,68.23,324,Achille,OK,74720,Zboncak LLC,food_dining,Felicia,Thomas,F,Seismic interpreter,27/05/1993
5712,30/04/2020 16:06,7.91,707,Albany,NY,12222,Adams-Barrows,health_fitness,Michelle,Anderson,F,"Designer, textile",01/06/1939
5736,02/09/2019 02:15,85.67,707,Albany,NY,12222,Barton Inc,grocery_pos,Michelle,Anderson,F,"Designer, textile",01/06/1939
5760,24/06/2019 00:48,52.43,707,Albany,NY,12222,Berge LLC,gas_transport,Michelle,Anderson,F,"Designer, textile",01/06/1939
5784,22/05/2020 10:27,67.81,707,Albany,NY,12222,"Boehm, Predovic and Reinger",misc_pos,Michelle,Anderson,F,"Designer, textile",01/06/1939
5808,02/02/2020 00:38,5.96,707,Albany,NY,12222,Brown-Greenholt,entertainment,Michelle,Anderson,F,"Designer, textile",01/06/1939
5856,05/09/2019 17:48,56.79,707,Albany,NY,12222,"Cronin, Kshlerin and Weber",health_fitness,Michelle,Anderson,F,"Designer, textile",01/06/1939
5880,21/02/2019 06:36,50.24,707,Albany,NY,12222,Deckow-O'Conner,grocery_pos,Michelle,Anderson,F,"Designer, textile",01/06/1939
5904,27/01/2019 01:26,4.41,707,Albany,NY,12222,Dooley Inc,shopping_pos,Michelle,Anderson,F,"Designer, textile",01/06/1939
5928,18/05/2020 16:04,14.03,707,Albany,NY,12222,Ebert-Daugherty,travel,Michelle,Anderson,F,"Designer, textile",01/06/1939
5952,24/08/2019 04:53,77.21,707,Albany,NY,12222,Erdman-Kertzmann,gas_transport,Michelle,Anderson,F,"Designer, textile",01/06/1939
5976,27/03/2019 10:07,101.46,707,Albany,NY,12222,Frami Group,entertainment,Michelle,Anderson,F,"Designer, textile",01/06/1939
6024,16/04/2019 22:56,34.84,707,Albany,NY,12222,Graham and Sons,health_fitness,Michelle,Anderson,F,"Designer, textile",01/06/1939
6048,18/08/2019 17:50,1.77,707,Albany,NY,12222,"Hahn, Douglas and Schowalter",travel,Michelle,Anderson,F,"Designer, textile",01/06/1939
6072,28/07/2019 07:28,71.06,707,Albany,NY,12222,Heller-Langosh,gas_transport,Michelle,Anderson,F,"Designer, textile",01/06/1939
6096,11/10/2019 18:46,7.46,707,Albany,NY,12222,"Hintz, Bauch and Smith",health_fitness,Michelle,Anderson,F,"Designer, textile",01/06/1939
6120,23/02/2019 17:44,3.2,707,Albany,NY,12222,Jakubowski Inc,home,Michelle,Anderson,F,"Designer, textile",01/06/1939
6144,18/03/2019 03:04,2.71,707,Albany,NY,12222,Kemmer-Buckridge,misc_pos,Michelle,Anderson,F,"Designer, textile",01/06/1939
6192,12/02/2019 11:44,82.06,707,Albany,NY,12222,Koepp-Parker,grocery_pos,Michelle,Anderson,F,"Designer, textile",01/06/1939
6216,27/10/2019 02:04,147.14,707,Albany,NY,12222,Kuhic LLC,shopping_net,Michelle,Anderson,F,"Designer, textile",01/06/1939
6240,02/12/2019 14:54,37.96,707,Albany,NY,12222,Kutch-Wilderman,home,Michelle,Anderson,F,"Designer, textile",01/06/1939
6264,29/04/2019 23:17,159.44,707,Albany,NY,12222,Leffler-Goldner,personal_care,Michelle,Anderson,F,"Designer, textile",01/06/1939
6288,22/01/2020 18:28,148.04,707,Albany,NY,12222,"Lubowitz, Terry and Stracke",personal_care,Michelle,Anderson,F,"Designer, textile",01/06/1939
6312,13/04/2019 17:51,41.88,707,Albany,NY,12222,"McCullough, Hudson and Schuster",food_dining,Michelle,Anderson,F,"Designer, textile",01/06/1939
6360,07/12/2019 09:00,8.38,707,Albany,NY,12222,"Mosciski, Ziemann and Farrell",shopping_net,Michelle,Anderson,F,"Designer, textile",01/06/1939
6384,04/05/2020 21:49,61.15,707,Albany,NY,12222,O'Connell-Ullrich,home,Michelle,Anderson,F,"Designer, textile",01/06/1939
6408,08/03/2019 16:12,25.06,707,Albany,NY,12222,Pacocha-Weissnat,kids_pets,Michelle,Anderson,F,"Designer, textile",01/06/1939
6432,11/06/2020 08:27,18.32,707,Albany,NY,12222,Pouros-Conroy,shopping_pos,Michelle,Anderson,F,"Designer, textile",01/06/1939
6456,31/03/2019 08:37,48.94,707,Albany,NY,12222,"Raynor, Feest and Miller",gas_transport,Michelle,Anderson,F,"Designer, textile",01/06/1939
6480,05/05/2020 23:03,11.14,707,Albany,NY,12222,"Roberts, Daniel and Macejkovic",kids_pets,Michelle,Anderson,F,"Designer, textile",01/06/1939
6528,20/05/2019 15:48,52.39,707,Albany,NY,12222,"Schiller, Blanda and Johnson",home,Michelle,Anderson,F,"Designer, textile",01/06/1939
6552,06/06/2019 19:25,75.77,707,Albany,NY,12222,Schoen Ltd,kids_pets,Michelle,Anderson,F,"Designer, textile",01/06/1939
6576,30/04/2020 08:38,17.92,707,Albany,NY,12222,Schuppe-Schuppe,food_dining,Michelle,Anderson,F,"Designer, textile",01/06/1939
6600,04/07/2019 05:45,5.07,707,Albany,NY,12222,Stiedemann Inc,misc_pos,Michelle,Anderson,F,"Designer, textile",01/06/1939
6624,12/05/2019 22:50,117.04,707,Albany,NY,12222,Swift PLC,kids_pets,Michelle,Anderson,F,"Designer, textile",01/06/1939
6648,09/06/2020 05:13,6.75,707,Albany,NY,12222,Torphy-Goyette,shopping_pos,Michelle,Anderson,F,"Designer, textile",01/06/1939
6696,14/06/2020 05:17,1.06,707,Albany,NY,12222,"Weimann, Kuhic and Beahan",shopping_pos,Michelle,Anderson,F,"Designer, textile",01/06/1939
6720,10/08/2019 12:22,3.99,707,Albany,NY,12222,"Witting, Beer and Ernser",home,Michelle,Anderson,F,"Designer, textile",01/06/1939
6744,07/07/2019 04:13,122.63,707,Albany,NY,12222,"Zieme, Bode and Dooley",gas_transport,Michelle,Anderson,F,"Designer, textile",01/06/1939
8808,15/12/2019 19:36,8.97,488,Aledo,TX,76008,Auer LLC,personal_care,Jordan,May,M,Optometrist,05/07/1984
8832,10/06/2020 06:42,46.71,488,Aledo,TX,76008,Bauch-Raynor,grocery_pos,Jordan,May,M,Optometrist,05/07/1984
8880,06/10/2019 23:26,3.42,488,Aledo,TX,76008,Block-Hauck,travel,Jordan,May,M,Optometrist,05/07/1984
8904,15/01/2019 20:15,8.91,488,Aledo,TX,76008,Boyer PLC,misc_pos,Jordan,May,M,Optometrist,05/07/1984
8928,26/03/2020 19:08,152.06,488,Aledo,TX,76008,Carroll PLC,health_fitness,Jordan,May,M,Optometrist,05/07/1984
8952,28/10/2019 04:06,77.25,488,Aledo,TX,76008,Cole PLC,grocery_pos,Jordan,May,M,Optometrist,05/07/1984
8976,10/09/2019 07:35,85.33,488,Aledo,TX,76008,Corwin-Collins,gas_transport,Jordan,May,M,Optometrist,05/07/1984
9000,25/12/2019 14:56,28.85,488,Aledo,TX,76008,Dare-Marvin,entertainment,Jordan,May,M,Optometrist,05/07/1984
9048,01/09/2019 07:05,89.55,488,Aledo,TX,76008,Emard Inc,gas_transport,Jordan,May,M,Optometrist,05/07/1984
9072,30/06/2019 19:40,1.14,488,Aledo,TX,76008,Flatley Group,misc_pos,Jordan,May,M,Optometrist,05/07/1984
9096,01/06/2019 06:29,37.9,488,Aledo,TX,76008,"Goldner, Kovacek and Abbott",grocery_pos,Jordan,May,M,Optometrist,05/07/1984
9120,02/02/2020 04:26,52.55,488,Aledo,TX,76008,"Greenholt, Jacobi and Gleason",gas_transport,Jordan,May,M,Optometrist,05/07/1984
9144,26/08/2019 13:40,1.31,488,Aledo,TX,76008,Halvorson Group,misc_pos,Jordan,May,M,Optometrist,05/07/1984
9168,20/10/2019 10:25,124.26,488,Aledo,TX,76008,Heller-Abshire,grocery_net,Jordan,May,M,Optometrist,05/07/1984
9216,01/11/2019 17:36,49.85,488,Aledo,TX,76008,Jast and Sons,food_dining,Jordan,May,M,Optometrist,05/07/1984
9240,10/10/2019 11:24,1.37,488,Aledo,TX,76008,Kerluke PLC,misc_net,Jordan,May,M,Optometrist,05/07/1984
9264,19/12/2019 15:28,42.3,488,Aledo,TX,76008,Klein Group,entertainment,Jordan,May,M,Optometrist,05/07/1984
9288,25/02/2020 21:43,42.19,488,Aledo,TX,76008,"Koss, Hansen and Lueilwitz",home,Jordan,May,M,Optometrist,05/07/1984
9312,16/02/2019 11:37,1.09,488,Aledo,TX,76008,Kuphal-Predovic,misc_net,Jordan,May,M,Optometrist,05/07/1984
9336,12/06/2019 18:13,49.95,488,Aledo,TX,76008,Labadie LLC,personal_care,Jordan,May,M,Optometrist,05/07/1984
9384,10/03/2019 18:28,7.86,488,Aledo,TX,76008,Mante Group,misc_net,Jordan,May,M,Optometrist,05/07/1984
9408,13/06/2019 13:20,242.52,488,Aledo,TX,76008,McGlynn-Jaskolski,misc_pos,Jordan,May,M,Optometrist,05/07/1984
9432,25/11/2019 23:13,19.37,488,Aledo,TX,76008,Morissette-Schaefer,personal_care,Jordan,May,M,Optometrist,05/07/1984
9456,21/12/2019 22:45,8.18,488,Aledo,TX,76008,"Nitzsche, Kessler and Wolff",shopping_pos,Jordan,May,M,Optometrist,05/07/1984
9480,02/06/2020 06:22,62.09,488,Aledo,TX,76008,Pacocha-O'Reilly,grocery_pos,Jordan,May,M,Optometrist,05/07/1984
9504,07/08/2019 20:22,24.55,488,Aledo,TX,76008,"Pouros, Walker and Spencer",kids_pets,Jordan,May,M,Optometrist,05/07/1984
9552,14/10/2019 14:35,61.29,488,Aledo,TX,76008,Rippin-VonRueden,health_fitness,Jordan,May,M,Optometrist,05/07/1984
9576,01/06/2020 14:51,17.36,488,Aledo,TX,76008,Ruecker-Mayert,kids_pets,Jordan,May,M,Optometrist,05/07/1984
9600,09/01/2020 20:22,196.47,488,Aledo,TX,76008,Schimmel-Olson,kids_pets,Jordan,May,M,Optometrist,05/07/1984
9624,08/05/2019 10:39,72.05,488,Aledo,TX,76008,"Schoen, Kuphal and Nitzsche",grocery_pos,Jordan,May,M,Optometrist,05/07/1984
9648,13/06/2020 22:03,139.14,488,Aledo,TX,76008,Shields-Wunsch,health_fitness,Jordan,May,M,Optometrist,05/07/1984
9672,08/11/2019 22:21,36.98,488,Aledo,TX,76008,Stark-Batz,entertainment,Jordan,May,M,Optometrist,05/07/1984
9720,20/02/2020 12:16,9.23,488,Aledo,TX,76008,Torp-Lemke,misc_pos,Jordan,May,M,Optometrist,05/07/1984
9744,27/03/2019 20:37,102.14,488,Aledo,TX,76008,"Turner, Ziemann and Lehner",food_dining,Jordan,May,M,Optometrist,05/07/1984
9768,17/02/2019 10:17,15.81,488,Aledo,TX,76008,Welch Inc,misc_net,Jordan,May,M,Optometrist,05/07/1984
9792,17/03/2020 12:32,46.23,488,Aledo,TX,76008,Windler LLC,kids_pets,Jordan,May,M,Optometrist,05/07/1984
9816,26/04/2019 22:04,188.77,488,Aledo,TX,76008,Zboncak Ltd,food_dining,Jordan,May,M,Optometrist,05/07/1984
11904,09/09/2019 06:29,153.74,759,Allentown,GA,31003,Barton Inc,grocery_pos,Peter,Edwards,M,"Lecturer, higher education",03/02/1965
11928,27/07/2019 15:25,123.64,759,Allentown,GA,31003,Bode-Rempel,kids_pets,Peter,Edwards,M,"Lecturer, higher education",03/02/1965
11952,29/07/2019 13:34,57,759,Allentown,GA,31003,Champlin-Casper,home,Peter,Edwards,M,"Lecturer, higher education",03/02/1965
11976,16/03/2019 05:50,54.84,759,Allentown,GA,31003,Cummerata-Jones,gas_transport,Peter,Edwards,M,"Lecturer, higher education",03/02/1965
12000,13/11/2019 20:35,175.46,759,Allentown,GA,31003,"Durgan, Gislason and Spencer",home,Peter,Edwards,M,"Lecturer, higher education",03/02/1965
12024,15/09/2019 15:13,13.05,759,Allentown,GA,31003,Friesen Ltd,health_fitness,Peter,Edwards,M,"Lecturer, higher education",03/02/1965
12072,15/07/2019 17:04,53.75,759,Allentown,GA,31003,Heller PLC,health_fitness,Peter,Edwards,M,"Lecturer, higher education",03/02/1965
12096,01/11/2019 23:47,8.99,759,Allentown,GA,31003,Hoppe-Parisian,kids_pets,Peter,Edwards,M,"Lecturer, higher education",03/02/1965
12120,21/04/2019 00:15,3.9,759,Allentown,GA,31003,Kerluke-Abshire,shopping_net,Peter,Edwards,M,"Lecturer, higher education",03/02/1965
12144,27/10/2019 19:09,1.71,759,Allentown,GA,31003,Kozey-McDermott,travel,Peter,Edwards,M,"Lecturer, higher education",03/02/1965
12168,23/08/2019 11:38,38.14,759,Allentown,GA,31003,Kutch-Hegmann,grocery_net,Peter,Edwards,M,"Lecturer, higher education",03/02/1965
12192,06/07/2019 17:38,28.73,759,Allentown,GA,31003,Little Ltd,kids_pets,Peter,Edwards,M,"Lecturer, higher education",03/02/1965
12240,14/12/2019 13:50,227.78,759,Allentown,GA,31003,"O'Reilly, Mohr and Purdy",home,Peter,Edwards,M,"Lecturer, higher education",03/02/1965
12264,29/03/2019 19:22,96.61,759,Allentown,GA,31003,Rau-Grant,kids_pets,Peter,Edwards,M,"Lecturer, higher education",03/02/1965
12288,22/10/2019 17:52,203.17,759,Allentown,GA,31003,Schaefer Ltd,kids_pets,Peter,Edwards,M,"Lecturer, higher education",03/02/1965
12312,20/07/2019 16:37,4.2,759,Allentown,GA,31003,Schumm PLC,health_fitness,Peter,Edwards,M,"Lecturer, higher education",03/02/1965
12336,02/01/2019 05:10,70.45,759,Allentown,GA,31003,"Streich, Hansen and Veum",gas_transport,Peter,Edwards,M,"Lecturer, higher education",03/02/1965
12360,18/12/2019 23:56,2.35,759,Allentown,GA,31003,Veum-Koelpin,travel,Peter,Edwards,M,"Lecturer, higher education",03/02/1965
12408,11/01/2020 21:19,13.14,334,Allentown,NY,14707,"Armstrong, Walter and Gottlieb",food_dining,Gary,Hall,M,Radio producer,02/05/1956
12432,08/10/2019 00:15,4.51,334,Allentown,NY,14707,Balistreri-Nader,misc_pos,Gary,Hall,M,Radio producer,02/05/1956
12456,24/06/2019 23:53,76.77,334,Allentown,NY,14707,"Becker, Harris and Harvey",personal_care,Gary,Hall,M,Radio producer,02/05/1956
12480,23/03/2020 15:02,102.28,334,Allentown,NY,14707,Bernhard-Lesch,food_dining,Gary,Hall,M,Radio producer,02/05/1956
12504,13/10/2019 10:26,10.12,334,Allentown,NY,14707,Boyer PLC,shopping_net,Gary,Hall,M,Radio producer,02/05/1956
12528,13/07/2019 01:06,129.66,334,Allentown,NY,14707,"Casper, Hand and Zulauf",grocery_pos,Gary,Hall,M,Radio producer,02/05/1956
12576,03/06/2020 15:39,21.34,334,Allentown,NY,14707,"Dare, Casper and Bartoletti",kids_pets,Gary,Hall,M,Radio producer,02/05/1956
12600,17/04/2019 21:52,40.41,334,Allentown,NY,14707,Dibbert and Sons,entertainment,Gary,Hall,M,Radio producer,02/05/1956
12624,03/09/2019 18:28,13.47,334,Allentown,NY,14707,"Effertz, Welch and Schowalter",entertainment,Gary,Hall,M,Radio producer,02/05/1956
12648,11/03/2019 22:41,1.6,334,Allentown,NY,14707,"Fadel, Mertz and Rippin",entertainment,Gary,Hall,M,Radio producer,02/05/1956
12672,06/03/2019 11:28,53.1,334,Allentown,NY,14707,Friesen-Stamm,gas_transport,Gary,Hall,M,Radio producer,02/05/1956
12696,16/06/2019 10:34,1.13,334,Allentown,NY,14707,"Gottlieb, Considine and Schultz",shopping_net,Gary,Hall,M,Radio producer,02/05/1956
12744,16/05/2020 15:52,8.59,334,Allentown,NY,14707,"Hartmann, Rowe and Hermann",travel,Gary,Hall,M,Radio producer,02/05/1956
12768,29/12/2019 20:16,53.67,334,Allentown,NY,14707,"Hettinger, McCullough and Fay",home,Gary,Hall,M,Radio producer,02/05/1956
12792,25/10/2019 11:08,6.46,334,Allentown,NY,14707,Huel-Langworth,misc_net,Gary,Hall,M,Radio producer,02/05/1956
12816,20/05/2019 01:56,69.72,334,Allentown,NY,14707,"Jenkins, Hauck and Friesen",gas_transport,Gary,Hall,M,Radio producer,02/05/1956
12840,08/01/2020 09:42,48.52,334,Allentown,NY,14707,Kerluke-Abshire,shopping_net,Gary,Hall,M,Radio producer,02/05/1956
12864,05/06/2019 13:47,35.78,334,Allentown,NY,14707,"Kling, Howe and Schneider",home,Gary,Hall,M,Radio producer,02/05/1956
12912,01/05/2019 14:23,156.72,334,Allentown,NY,14707,Kuphal-Toy,food_dining,Gary,Hall,M,Radio producer,02/05/1956
12936,26/10/2019 20:46,27.1,334,Allentown,NY,14707,Larkin Ltd,kids_pets,Gary,Hall,M,Radio producer,02/05/1956
12960,06/08/2019 22:24,24.73,334,Allentown,NY,14707,Lind-Buckridge,entertainment,Gary,Hall,M,Radio producer,02/05/1956
12984,13/01/2020 01:48,47.37,334,Allentown,NY,14707,Luettgen PLC,gas_transport,Gary,Hall,M,Radio producer,02/05/1956
13008,22/03/2020 01:05,24.02,334,Allentown,NY,14707,McGlynn-Jaskolski,misc_pos,Gary,Hall,M,Radio producer,02/05/1956
13032,22/01/2020 16:13,40.44,334,Allentown,NY,14707,Morissette-Schaefer,personal_care,Gary,Hall,M,Radio producer,02/05/1956
13080,23/12/2019 23:22,20.91,334,Allentown,NY,14707,Padberg-Sauer,home,Gary,Hall,M,Radio producer,02/05/1956
13104,07/08/2019 18:06,78.87,334,Allentown,NY,14707,Powlowski-Weimann,food_dining,Gary,Hall,M,Radio producer,02/05/1956
13128,25/05/2020 04:35,78.05,334,Allentown,NY,14707,"Raynor, Feest and Miller",gas_transport,Gary,Hall,M,Radio producer,02/05/1956
13152,12/08/2019 19:06,26.85,334,Allentown,NY,14707,"Reinger, Weissnat and Strosin",food_dining,Gary,Hall,M,Radio producer,02/05/1956
13176,20/04/2019 08:39,75.58,334,Allentown,NY,14707,Rodriguez Group,gas_transport,Gary,Hall,M,Radio producer,02/05/1956
13200,14/09/2019 13:54,29.84,334,Allentown,NY,14707,"Runte, Green and Emard",health_fitness,Gary,Hall,M,Radio producer,02/05/1956
13248,07/08/2019 23:00,15.57,334,Allentown,NY,14707,"Schroeder, Hauck and Treutel",entertainment,Gary,Hall,M,Radio producer,02/05/1956
13272,19/05/2020 19:43,60.76,334,Allentown,NY,14707,Spencer PLC,entertainment,Gary,Hall,M,Radio producer,02/05/1956
13296,22/01/2019 12:13,8.99,334,Allentown,NY,14707,Streich Ltd,home,Gary,Hall,M,Radio producer,02/05/1956
13320,27/10/2019 14:39,12.5,334,Allentown,NY,14707,Swift PLC,kids_pets,Gary,Hall,M,Radio producer,02/05/1956
13344,17/04/2020 10:31,3.16,334,Allentown,NY,14707,Turcotte-Halvorson,misc_pos,Gary,Hall,M,Radio producer,02/05/1956
13368,27/06/2019 21:26,124.48,334,Allentown,NY,14707,"Weber, Thiel and Hammes",kids_pets,Gary,Hall,M,Radio producer,02/05/1956
13416,25/11/2019 08:54,36.94,334,Allentown,NY,14707,"Zieme, Bode and Dooley",gas_transport,Gary,Hall,M,Radio producer,02/05/1956
13440,31/07/2019 23:55,1.49,342,Allentown,PA,18103,"Altenwerth, Cartwright and Koss",shopping_net,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
13464,08/06/2020 12:27,5.36,342,Allentown,PA,18103,Bahringer Group,health_fitness,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
13488,18/03/2019 17:03,6.67,342,Allentown,PA,18103,Barrows PLC,shopping_pos,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
13512,08/03/2019 14:31,44.67,342,Allentown,PA,18103,Bauch-Blanda,entertainment,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
13536,30/11/2019 19:13,3.07,342,Allentown,PA,18103,Bednar Group,misc_net,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
13584,22/12/2019 17:32,11.32,342,Allentown,PA,18103,Bernier and Sons,kids_pets,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
13608,31/03/2019 19:23,8.58,342,Allentown,PA,18103,Block Group,misc_pos,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
13632,15/03/2020 12:39,19.35,342,Allentown,PA,18103,Bogisich-Weimann,kids_pets,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
13656,03/03/2019 14:27,7.34,342,Allentown,PA,18103,Breitenberg-Hermiston,kids_pets,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
13680,23/01/2020 12:37,10.48,342,Allentown,PA,18103,Cartwright PLC,kids_pets,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
13704,13/12/2019 03:32,73.44,342,Allentown,PA,18103,"Christiansen, Goyette and Schamberger",gas_transport,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
13752,09/09/2019 04:51,46.57,342,Allentown,PA,18103,Conroy-Cruickshank,gas_transport,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
13776,19/01/2019 18:59,5.83,342,Allentown,PA,18103,"Cremin, Hamill and Reichel",misc_pos,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
13800,05/08/2019 11:30,54.02,342,Allentown,PA,18103,Cummings LLC,gas_transport,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
13824,03/03/2020 19:17,99.33,342,Allentown,PA,18103,Dare-Marvin,entertainment,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
13848,07/07/2019 23:54,5.39,342,Allentown,PA,18103,Dickinson Ltd,misc_pos,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
13872,29/12/2019 19:57,39.28,342,Allentown,PA,18103,Donnelly PLC,misc_net,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
13920,21/06/2019 01:26,48.99,342,Allentown,PA,18103,Emard Inc,gas_transport,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
13944,25/12/2019 15:20,36.36,342,Allentown,PA,18103,"Fadel, Mertz and Rippin",entertainment,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
13968,26/07/2019 17:46,6.59,342,Allentown,PA,18103,Fisher-Schowalter,shopping_net,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
13992,24/02/2020 05:42,56.69,342,Allentown,PA,18103,Friesen-Stamm,gas_transport,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
14016,14/12/2019 20:25,12.75,342,Allentown,PA,18103,Gleason and Sons,kids_pets,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
14040,10/08/2019 20:16,1.8,342,Allentown,PA,18103,"Goyette, Howell and Collier",shopping_pos,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
14088,20/05/2019 23:30,55.52,342,Allentown,PA,18103,Hackett-Lueilwitz,grocery_pos,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
14112,29/01/2019 13:33,6.28,342,Allentown,PA,18103,"Haley, Jewess and Bechtelar",shopping_pos,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
14136,23/11/2019 10:37,86.27,342,Allentown,PA,18103,Harber Inc,gas_transport,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
14160,04/04/2020 12:17,28.86,342,Allentown,PA,18103,Heaney-Marquardt,entertainment,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
14184,02/06/2019 07:05,35.5,342,Allentown,PA,18103,Heller-Langosh,gas_transport,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
14208,06/10/2019 17:10,6.47,342,Allentown,PA,18103,Herzog Ltd,misc_pos,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
14256,01/02/2019 06:11,44.6,342,Allentown,PA,18103,Huels-Hahn,gas_transport,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
14280,29/12/2019 20:28,8.41,342,Allentown,PA,18103,Jacobi and Sons,shopping_pos,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
14304,16/02/2020 18:53,3.05,342,Allentown,PA,18103,Jast-McDermott,shopping_pos,Gina,Morrison,F,"Scientist, research (maths)",01/10/1998
